convective_day,max_risk,primary_class,ofb_mcs_boundary_regime,dominant_hazards,storm_modes,boundary_drivers,forecast_challenges,ofb_mcs_boundary_reason,day_narrative
2023-04-01,ENH,qlcs_bowing_wind_tornado,likely,damaging winds|tornadoes|hail,low-topped line segments|embedded supercells|clusters,prefrontal wind shift|cold front|outflow from ongoing convection,instability_recovery|mode_transition|diurnal_timing|storm_coverage_uncertain,The Mid-Atlantic/Northeast risk explicitly involved a prefrontal wind shift and outflow from ongoing convection.,"The day after the major outbreak featured fast-moving convection from the Ohio Valley into the Mid-Atlantic and Northeast, plus a secondary southeast Georgia threat. Damaging wind was the main concern, with a couple tornadoes possible where embedded supercells developed. Outflow and prefrontal wind-shift placement affected the corridor of renewed intensification."
2023-04-15,ENH,multi_region_multi_mode,likely,large hail|damaging winds|tornadoes,MCS|supercells|line segments|clusters,trailing cold front|ongoing MCS cold pool|surface boundaries from Missouri to Texas,mcs_timing|mode_transition|prior_convection|storm_coverage_uncertain,"An ongoing MCS and its downstream evolution were central, while frontal forcing and new supercells also contributed.","Several severe regimes occurred from the lower Mississippi Valley to the mid-Mississippi Valley and Texas. An MCS over Louisiana provided a damaging-wind focus, while later supercells and lines from Arkansas/Missouri/Illinois produced very large hail, wind, and a tornado or two. The evening became more linear as stronger forcing spread east."
2023-04-23,ENH,forward_propagating_mcs_wind,core,damaging winds|large hail,long-lived linear MCS|bowing line,MCS cold pool|leading gust front|moist instability axis,mcs_timing|cold_pool_intensity|coastal_exit_timing,The Enhanced risk was entirely tied to a long-lived linear MCS and its cold-pool-driven damaging-wind threat.,"A long-lived linear MCS crossed deep South Texas during the morning into afternoon. The event was a compact, system-driven damaging-wind and hail day, ending as the line moved offshore. There was little discrete-supercell or tornado signal in the packet."
2023-04-26,ENH,multi_region_multi_mode,likely,very large hail|damaging winds|tornadoes,supercells|upscale-growing clusters|Florida supercells,outflow/warm-front intersection|weak surface low|Florida sea-breeze/colliding boundaries,boundary_interaction|mode_transition|storm_coverage_uncertain|eastward_extent,The Texas initiation zone included an outflow/warm-front intersection and Florida severe storms were boundary-collision driven.,"Central and southeast Texas had supercells and clusters with very large hail, a few tornadoes, and increasing damaging-wind potential. Florida also had severe hail/wind tied to colliding boundaries. The Texas risk evolved from more discrete hail/tornado storms into organized clusters moving east-southeast."
2023-05-06,ENH,multi_region_multi_mode,likely,large hail|damaging winds|tornadoes,supercells|MCS|clusters,warm frontal boundary|dryline|lee trough|modified baroclinic zone,mode_transition|mcs_timing|boundary_interaction|nocturnal_evolution,"Upscale growth along modified baroclinic and warm-frontal zones was a major part of the Midwest threat, while Plains storms remained boundary-driven.","Severe storms occurred in both the southern Plains and the mid-Mississippi Valley. Northern Missouri and Iowa supercells near a baroclinic zone evolved toward an MCS with hail, wind, and tornado potential, while Texas/Oklahoma storms produced large hail and severe gusts. The day was messy and multi-regime."
2023-05-07,ENH,forward_propagating_mcs_wind,core,damaging winds|very large hail|tornadoes,initial supercells|MCS|clusters,front across Iowa/Kansas|dryline intersection|low-level jet,mcs_timing|mode_transition|nocturnal_evolution|storm_coverage_uncertain,The main central Plains threat was expected to grow upscale quickly into an MCS along the frontal zone.,Central Plains storms began as intense supercells with very large hail and tornado potential before growing upscale. The primary corridor from Kansas/Nebraska into the Mid-Mississippi Valley favored destructive wind gusts as the low-level jet strengthened. Southern Plains storms were a secondary hail/wind regime.
2023-05-09,ENH,forward_propagating_mcs_wind,core,damaging winds|very large hail|brief tornadoes,bowing MCS|embedded supercells|clusters,expanding surface cold pool|outflow boundary|instability gradient,mcs_timing|cold_pool_intensity|downstream_watch_need|storm_coverage_uncertain,The Enhanced risk was centered on an ongoing bowing MCS and its cold-pool/outflow-driven propagation.,"A severe MCS matured over Kansas and moved east-southeast toward Missouri. The event was dominated by swaths of significant wind and very large hail, with brief tornadoes possible in embedded circulations. Additional regions, including eastern North Carolina and southeast Virginia, had separate but secondary severe threats."
2023-05-16,ENH,forward_propagating_mcs_wind,core,damaging winds|hail|brief tornadoes,organizing cluster|line of storms|multicell clusters,composite warm front/outflow boundary|weak surface low|lee trough,ofb_placement|mode_transition|storm_coverage_uncertain|downstream_intensity,A composite warm front/outflow boundary and organizing storm cluster defined the main damaging-wind corridor.,"A shortwave trough supported an organizing cluster from Kentucky/Tennessee toward Virginia and North Carolina. The damaging-wind risk increased as the cluster crossed the Cumberland Plateau and Appalachians into the Piedmont, with isolated hail and a brief tornado also possible. The northern extent was limited by a composite warm front/outflow boundary."
2023-05-30,ENH,high_plains_upslope_supercells,likely,severe wind gusts|large hail,high-based storms|squall lines|clusters,higher terrain|central High Plains moisture gradient|storm outflow/cold pools,cold_pool_intensity|mcs_timing|convective_overturning|storm_longevity,Storm clusters and squall lines reinforced cold pools across the High Plains and drove the severe-wind threat.,"The central and southern High Plains had scattered storms that organized into squall lines from Nebraska into the Texas/Oklahoma Panhandles. Severe gusts, some at least 75 mph, were the primary hazard, with hail secondary. Convective overturning locally reduced the enhanced wind corridor."
2023-06-02,ENH,high_plains_upslope_supercells,likely,giant hail|damaging winds|tornadoes,discrete supercells|supercell clusters|eventual MCS,southern High Plains upslope|terrain initiation|outflow mergers,mode_transition|mcs_timing|storm_mergers|downstream_watch_need,"Initial supercells were terrain/upslope driven, but outflow mergers and upscale growth controlled the later wind transition.","The southern High Plains had an intense supercell day with baseball- to softball-sized hail, tornadoes, and severe wind gusts. Discrete activity in west Texas and southeast New Mexico gradually grew upscale, increasing the wind threat. The packet repeatedly emphasized giant hail and a possible MCS transition."
2023-06-10,ENH,southeast_multicell_or_clusters,likely,damaging winds|large hail,clusters|supercells|MCS remnants,storm outflows|Piney Woods/Sabine River instability axis|High Plains terrain,prior_convection|outflow_placement|storm_longevity|watch_need_uncertain,Storm clusters and outflows were central from the Arklatex into southeast Texas and southwest Louisiana.,"Southeast Texas into southwest Louisiana was the main evening focus, with clusters crossing a very unstable air mass and producing damaging wind and hail. A slow-moving MCS and subsequent outflows shaped parts of the Gulf Coast threat, while separate High Plains storms posed hail/wind. The day was cluster-dominated rather than a classic synoptic outbreak."
2023-06-14,MDT,derecho_or_serial_mcs_wind,core,widespread damaging winds|large hail|tornadoes,intense bow echo|MCS|supercells|line segments,instability gradient|approaching bow echo|midlevel jet streak|convective outflows,mcs_timing|cold_pool_intensity|derecho_persistence|boundary_interaction,The Moderate Risk revolved around bow-echo/MCS evolution and potential derecho-producing cold pools.,"A major MCS/bow-echo severe-wind day unfolded across the lower Mississippi Valley and Southeast, with additional supercell and tornado risk. SPC explicitly monitored for a derecho-producing MCS and issued PDS severe thunderstorm guidance. Very large hail and a few strong tornadoes were possible in embedded or discrete storms."
2023-06-15,MDT,derecho_or_serial_mcs_wind,core,damaging winds|very large hail|tornadoes,linear MCS|supercells|clusters,severe linear MCS|instability axis|shortwave/vorticity max|low-level jet,mcs_maintenance|mode_transition|multi_region_timing|nocturnal_evolution,An ongoing severe MCS and associated cold pool were central to the southern Plains to lower Mississippi Valley risk.,"A severe MCS in northwest Oklahoma and additional southern Plains storms were expected to spread east-southeast into the Arklatex and lower Mississippi Valley. The Moderate Risk included greater than 80 mph wind potential, very large hail over 3 inches, and a few tornadoes. Separate Gulf Coast and Ohio Valley threats were secondary."
2023-06-17,ENH,multi_region_multi_mode,likely,damaging winds|very large hail|tornadoes,supercells|MCSs|clusters,dryline|convective outflows|central/southern Plains instability axis|Florida outflow,mcs_timing|outflow_placement|multi_region_timing|nocturnal_evolution,Outflows and one or more overnight MCSs were important to the broad wind-swath potential from the Plains to Mississippi.,"A broad severe day spanned the central/southern Plains to Florida. Initial supercells produced very large hail and tornado potential, while the overnight focus shifted toward one or more wind-producing complexes from Oklahoma and north Texas toward Mississippi. Florida had a separate outflow-driven damaging wind/hail threat."
2023-06-21,ENH,high_plains_upslope_supercells,likely,very large to giant hail|damaging winds|tornadoes,supercells|clusters|convective complexes,southern High Plains outflows|upslope flow|convectively modulated height weakness|terrain,outflow_placement|mode_transition|mcs_timing|storm_coverage_uncertain,Several clusters and outflows from ongoing storms modulated the southern Plains risk and later upscale growth.,"Intense storms affected Texas, the southern High Plains, and the central High Plains. Supercells produced large to giant hail, severe gusts, and tornado potential, with consolidation into convective complexes expected during the evening. Outflow interactions were explicitly noted as important for storm behavior in the Texas Caprock and nearby areas."
2023-06-23,ENH,high_plains_upslope_supercells,likely,very large hail|damaging winds|tornadoes,intense supercells|supercell clusters|overnight MCS,High Plains upslope regime|low-level jet|surface boundaries over SD/NE/TX,mcs_timing|storm_coverage_uncertain|mode_transition|outflow_interaction,"Initial supercells were boundary/upslope driven, while the overnight severe-wind risk depended on MCS development and maintenance.","The High Plains produced intense supercells from eastern Wyoming and southeast Colorado into Nebraska, South Dakota, and southwest Kansas. A later MCS was expected to develop over Nebraska and southern South Dakota with possible severe gusts above 75 mph. Texas and southern Oklahoma had a more uncertain outflow-modulated overnight scenario."
2023-06-25,ENH,northwest_flow_mcs,core,damaging winds|large hail|tornadoes,small bowing clusters|MCS|supercells,northwest-flow instability corridor|outflow boundaries|shortwave trough|surface boundaries,mcs_timing|outflow_placement|mode_transition|multi_region_timing,"Bowing clusters, MCS evolution, and outflow-driven propagation were central to the Mid-South/OH Valley severe corridors.",A broad Ohio Valley to Mid/Deep South severe episode featured multiple clusters and supercells. Bowing clusters produced swaths of damaging wind while discrete storms supported very large hail and tornadoes. The packet emphasized both southward-sagging MCS behavior and later redevelopment across several regions.
2023-06-27,MDT,forward_propagating_mcs_wind,core,damaging winds|very large hail|tornadoes,bowing MCS|supercells|clusters,southern Kansas/northern Oklahoma baroclinic corridor|storm outflows|low-level jet,mcs_timing|cold_pool_intensity|upscale_growth|downstream_extent,The Moderate Risk was tied to an evolving bowing complex and its cold-pool/outflow-driven wind swath.,"A bowing complex evolved across southern Kansas and northern Oklahoma and moved east overnight. Early supercell hazards included very large hail and perhaps a tornado, but very strong damaging winds over 80 mph became the dominant threat. Additional Nebraska/South Dakota storms had large hail, wind, and tornado potential."
2023-06-29,MDT,forward_propagating_mcs_wind,core,damaging winds|large hail|tornadoes,prominent MCS|bow echo|supercells|clusters,ongoing Missouri/Illinois MCS cold pool|stalled front|post-frontal upslope flow|remnant outflow,mcs_timing|outflow_placement|downstream_airmass_recovery|multi_region_timing,A prominent MCS and its remnant outflow/cold pool were central to the Midwest/Tennessee Valley risk.,A prominent MCS moved from Missouri/Illinois toward Indiana/Kentucky/Tennessee with significant wind potential and line-embedded tornado risk. The 1630Z outlook briefly carried Moderate Risk before the 20Z outlook trimmed areas behind the stabilized MCS. A separate Front Range/central Plains upslope supercell regime produced very large hail and isolated tornado potential.
2023-07-01,ENH,southeast_multicell_or_clusters,likely,damaging winds|large hail,storm clusters|multicells|isolated supercells,multiple storm outflows|Missouri/OH Valley instability corridors|Permian Basin boundary confluence,prior_convection|outflow_placement|storm_coverage_uncertain|downstream_intensity,Multiple storm clusters and outflow from earlier convection shaped both the Ohio Valley and southern extent of risk.,"Multiple clusters affected Missouri, Indiana, Kentucky, and the Ohio Valley with damaging-wind potential. Outflow from Southeast convection limited the southward extent, while the Permian Basin and northern High Plains had isolated hail/wind regimes. The day was a warm-season cluster event rather than a clean frontal outbreak."
2023-07-02,ENH,forward_propagating_mcs_wind,likely,damaging winds|hail|isolated tornadoes,organizing cluster|multicell clusters|transient supercells,weak frontal zone|MCVs|low-level flow regime|terrain boundaries,mcv_track|storm_coverage_uncertain|mode_transition|downstream_intensity,"MCVs and storm clusters were explicit foci for downstream redevelopment, especially in the lower Ohio Valley and Mid-Atlantic.","A broad warm-season convective day had the highest organized cluster/wind potential across the lower Ohio Valley. MCVs also helped focus Mid-Atlantic development, while weaker deep-layer organization kept many areas multicellular. Damaging winds were the primary Enhanced hazard with hail and a few tornadoes secondary."
2023-07-03,ENH,forward_propagating_mcs_wind,core,severe wind gusts|very large hail,supercells|squall line|progressive MCS,northern Wyoming shortwave|Black Hills instability axis|southeasterly inflow,mcs_timing|cold_pool_intensity|storm_longevity|downstream_extent,The Enhanced corridor was driven by upscale growth into a progressive MCS across northeast Wyoming and western South Dakota.,A progressive MCS evolved from northern Wyoming toward the Black Hills and western South Dakota. Very steep lapse rates and strong shear supported very large hail early and 60-80 mph wind swaths as the line matured. A secondary Mid-Atlantic damaging-wind risk waned in the evening.
2023-07-04,ENH,forward_propagating_mcs_wind,core,damaging winds|large hail,clusters|MCS|supercells,frontal corridor|outflow boundary|Colorado higher terrain|surface trough,mcs_timing|cold_pool_intensity|outflow_placement|upscale_growth,"Storm clustering, cold pools, and an outflow boundary along the frontal corridor controlled the central Plains wind/hail risk.","Central Plains storms formed along an outflow/frontal corridor and expanded into clusters during the evening. Damaging winds and hail were the main hazards, with upscale growth and southeastward propagation emphasized. Colorado High Plains storms were a secondary wind/hail regime."
2023-07-06,ENH,high_plains_upslope_supercells,likely,large hail|damaging winds|tornadoes,supercells|clusters|upscale-growing MCS,eastern Colorado High Plains|baroclinic zone|terrain circulation|strengthening low-level jet,cap_conditional|nocturnal_evolution|mode_transition|storm_longevity,"Supercells initiated along High Plains boundaries, then outflow mergers and upscale growth became important overnight.","Eastern Colorado storms were expected to track into western Kansas and northwest Oklahoma late at night. Initial supercells produced large hail and tornado potential, then activity gradually grew upscale with increasing damaging-wind risk. Capping and redevelopment timing were key uncertainties."
2023-07-07,ENH,mcv_mcs_outflow_reintensification,core,damaging winds|large hail,organizing cluster|decaying line|multicell cluster,remnant outflow boundary|baroclinic zone|differential surface heating,ofb_placement|boundary_interaction|mcs_timing|eastward_extent,The 01Z outlook explicitly tied the Oklahoma cluster to a remnant outflow boundary enhanced by differential heating.,"An organizing storm cluster moved from the eastern Texas Panhandle into western and central Oklahoma. Its evolution was rooted in a remnant outflow boundary and differential heating, with damaging winds and isolated hail as the main hazards. Severe potential decreased east of I-35 as the line decayed."
2023-07-10,ENH,northwest_flow_mcs,likely,large hail|damaging winds,clusters|upscale-growing MCS|supercells,ridge-periphery shortwaves|cluster outflows|central Plains instability corridor,mcs_timing|storm_coverage_uncertain|mode_transition|multi_region_timing,Multiple clusters riding northwest flow and their outflows controlled the primary Plains/Midwest hail-wind risk.,"Weak shortwaves cresting the western ridge supported clusters from the upper Midwest into the Great Plains. Large hail was common with stronger updrafts, while some clusters grew upscale and produced damaging winds. The day had several scattered corridors rather than one dominant boundary."
2023-07-11,ENH,high_plains_upslope_supercells,likely,very large hail|damaging winds,supercells|upscale-growing cluster|nocturnal MCS,Black Hills terrain|surface boundary into Nebraska|strengthening low-level jet,mcs_timing|nocturnal_evolution|upscale_growth|storm_longevity,Supercells growing upscale along a surface boundary into a nocturnal SD/NE MCS were central to the wind threat.,"Northern High Plains supercells developed near the Black Hills and then grew upscale toward northern Nebraska and South Dakota. Large to very large hail dominated early, with scattered damaging/severe wind gusts increasing overnight as a cluster organized along a surface boundary. Tornado potential was minimal in the packet."
2023-07-14,ENH,forward_propagating_mcs_wind,core,damaging winds|large hail,fast-moving MCS|bowing cluster|line segments,warm-advection zone|instability gradient|MCS cold pool,mcs_timing|cold_pool_intensity|downstream_intensity|watch_timing,A southeastward-moving MCS and its cold pool drove the central/southern Plains significant wind corridor.,"A severe MCS moved southeast from Nebraska into Kansas and Oklahoma. The main risk was scattered to numerous severe wind gusts, some 75-80+ mph, with large hail also possible. Other regions had isolated severe threats, but the Enhanced day was defined by the Plains MCS."
2023-07-18,ENH,forward_propagating_mcs_wind,core,damaging winds|large hail,fast-moving bowing MCS|clusters|elevated storms,convectively influenced boundary|northwest-flow corridor|MCS cold pool|warm-advection zone,mcs_timing|outflow_placement|redevelopment|downstream_intensity,The Enhanced risk was centered on an ongoing bowing MCS and a convectively influenced boundary feeding redevelopment.,A fast-moving bowing MCS tracked from Missouri into Kentucky and Tennessee with scattered to numerous damaging winds. A later elevated redevelopment corridor was possible along a convectively influenced boundary to the northwest. The event fits the classic warm-season northwest-flow MCS wind pattern.
2023-07-20,ENH,multi_region_multi_mode,likely,damaging winds|large hail|tornadoes,MCS|linear MCS|supercells|clusters,central Plains shortwaves|cold front|Great Lakes trough|southern Appalachians trough,multi_region_timing|mcs_timing|mode_transition|storm_coverage_uncertain,"Multiple MCSs were already ongoing or expected, though each region also had separate shortwave/frontal forcing.","Several severe corridors occurred: a southern/central Plains MCS, a lower Great Lakes linear MCS, and a southern Atlantic seaboard MCS. The Plains regime supported very large hail and perhaps a tornado, while the eastern regimes focused on wind damage. The result was a broad multi-MCS, multi-region day."
2023-07-26,ENH,forward_propagating_mcs_wind,core,damaging winds|large hail|brief tornadoes,MCSs|bowing clusters|embedded supercells,ongoing Lower Michigan MCSs|Lake Michigan/southern Wisconsin convective corridor|High Plains terrain,mcs_timing|downstream_destabilization|watch_timing|storm_coverage_uncertain,Multiple ongoing MCSs over the southern Great Lakes were central to the Enhanced damaging-wind placement.,"Ongoing MCSs over Lake Michigan, Lower Michigan, and southern Wisconsin drove the main severe threat. As they moved into a more unstable air mass, damaging winds were the primary hazard, with embedded supercells capable of hail or a brief tornado. Central High Plains storms were a secondary severe-wind risk."
2023-07-28,ENH,forward_propagating_mcs_wind,core,damaging winds|large hail,large complexes|MCS|clusters,warm-advection corridor|boundary from southern Wisconsin into northern Indiana|shortwave trough,mcs_timing|nocturnal_evolution|downstream_extent|mode_transition,The Enhanced risk depended on several complexes growing upscale into one or more larger MCSs along a boundary.,Storm complexes over Wisconsin and northeast Iowa were expected to spread southeast into northern Illinois and Indiana. Warm advection along a boundary supported additional development and possible upscale growth into larger MCSs. Damaging winds and large hail were the primary hazards.
2023-07-29,ENH,forward_propagating_mcs_wind,core,damaging winds|large hail,organized bowing MCS|clusters|supercells,well-developed cold pool|rear-inflow jet|advancing cold front|central High Plains boundary,model_guidance_mismatch|mcs_timing|downstream_persistence|storm_coverage_uncertain,A well-organized MCS with a cold pool and rear-inflow jet was the defining severe feature.,"A well-organized bowing MCS crossed the central Plains/lower Missouri Valley with a history of measured severe gusts. Guidance was inconsistent on whether it would weaken, making downstream persistence a key forecast challenge. Additional severe storms occurred from the Mid-Atlantic to the High Plains, but the MCS was central."
2023-07-30,ENH,high_plains_upslope_supercells,likely,large hail|damaging winds,supercells|clusters|MCSs,Black Hills terrain|northern High Plains shortwave|High Plains moisture axis,mcs_timing|mode_transition|storm_coverage_uncertain|cold_pool_intensity,"Initial terrain/High Plains supercells were expected to congeal into MCSs, making cold-pool evolution important.","Supercells developed from the Black Hills into the central High Plains and were expected to congeal into one or more MCSs. Very large hail was the main early hazard, with severe gusts increasing as storms organized. A Missouri cluster produced a secondary gust risk."
2023-08-03,ENH,forward_propagating_mcs_wind,likely,damaging winds|large hail,clusters|possible MCS|elevated overnight clusters,central High Plains terrain/outflows|increasing moisture/instability axis|low-level jet into Mid-South,mcs_timing|upscale_growth|nocturnal_evolution|storm_coverage_uncertain,The central High Plains threat depended on cluster upscale growth and outflow propagation into western Kansas and Nebraska.,Central High Plains storms produced severe wind gusts and had potential for upscale growth into western Kansas and southwest Nebraska. Additional overnight clusters were possible from southeast Missouri into Tennessee/northern Mississippi/Alabama. The main Enhanced signal was a conditional nocturnal severe-wind corridor from High Plains clusters.
2023-08-05,ENH,multi_region_multi_mode,likely,large hail|damaging winds|tornadoes,supercells|clusters|MCV-associated storms,Indiana MCV|surface trough in Missouri Valley|central Plains/High Plains boundaries,mcv_track|boundary_interaction|storm_coverage_uncertain|multi_region_timing,"An Indiana MCV and morning MCS remnants were important, while central Plains severe storms used separate boundaries.","Severe risk was distributed across central Plains, Missouri Valley, and Indiana. The central Plains had potential for very large hail and severe winds, while a tornado or two was possible in Iowa/Nebraska and with the Indiana MCV. The day had several mesoscale foci rather than one clean corridor."
2023-08-08,ENH,high_plains_upslope_supercells,likely,large hail|severe winds|tornadoes,supercells|coagulating clusters|possible MCS,stationary High Plains boundary|southeast surface winds|Front Range/High Plains terrain,mcs_timing|mode_transition|storm_longevity|eastward_extent,Supercell outflows were expected to coagulate into a possible MCS over the central High Plains.,"Central High Plains supercells produced tornadoes and very large hail from northeast Colorado into western Nebraska and Kansas. The 01Z outlook noted potential for an MCS to develop from coagulating outflows, though cellular mode could persist. Severe gusts, hail, and a tornado or two remained possible overnight."
2023-08-09,ENH,ofb_differential_heating_supercells,core,damaging winds|tornadoes|large hail,discrete supercells|organized linear segment|clusters,effective warm front|outflow from AL/TN cluster|worked-over air mass|Ozarks/Mid-South boundaries,ofb_placement|storm_coverage_uncertain|worked_over_airmass|mode_transition,The tornado and wind corridor was explicitly tied to an effective warm front and outflow from ongoing convection.,"The Ozarks to Tennessee Valley severe threat was strongly boundary-modulated. SPC trimmed areas where earlier convection left a worked-over air mass, while focusing tornado potential near an effective warm front from Arkansas into the Missouri Bootheel. Damaging winds and large hail accompanied both discrete warm-sector storms and an organized linear segment."
2023-08-13,ENH,mcv_mcs_outflow_reintensification,core,damaging winds|large hail|isolated tornadoes,reintensifying MCS|clusters|small supercells,MCS from mid-Mississippi Valley|frontal zone|Kansas/Oklahoma instability corridor,mcs_reintensification|mcs_timing|frontal_zone_placement|nocturnal_evolution,A moving MCS and later clusters along its/nearby frontal boundaries were central to the damaging-wind risk.,"An MCS moving across the mid-Mississippi Valley was expected to reintensify, while additional Kansas/Oklahoma storms developed later along and south of the frontal zone. Damaging winds were the dominant hazard, with hail and a tornado or two secondary. The overnight Arkansas/Ozarks threat depended on how far severe gusts persisted downstream."
2023-08-24,ENH,derecho_or_serial_mcs_wind,core,damaging winds|tornadoes|large hail,squall line|bowing MCS|rotating storms|multicell line segments,Lower Michigan/northern Ohio instability corridor|squall-line gust front|northern Plains shortwave,mcs_timing|cold_pool_intensity|tornado_with_line|downstream_extent,The main Enhanced risk was a wind-damage swath from a squall line/MCS moving across southern Lower Michigan into Ohio and Pennsylvania.,A wind-damage swath was likely from southern Lower Michigan into northeast Ohio and far northwest Pennsylvania. Significant gusts over 75 mph and a few tornadoes were possible with the squall line and embedded rotations. A northern Plains hail/wind threat was secondary.
2024-02-11,ENH,warm_front_baroclinic_tornado,likely,tornadoes|very large hail|damaging winds,elevated supercells|surface-based supercells near the boundary|clusters,warm front from Louisiana into Mississippi|outflow boundary|north edge of richer buoyancy,prior_convection|ofb_placement|instability_recovery|storm_coverage_uncertain,"Warm-front forcing dominated, but later hail and tornado potential depended on an outflow boundary.",A warm-front severe episode unfolded from southeast Texas into Louisiana and Mississippi. Elevated hail storms evolved toward surface-based supercells where storms interacted favorably with the warm front and outflow zone.
2024-03-14,ENH,multi_region_multi_mode,likely,very large hail|damaging winds|tornadoes,numerous supercells|MCS|clusters|line segments,cold front|dryline|warm front|multiple convective boundaries,prior_convection|instability_recovery|mode_transition|boundary_interaction|storm_coverage_uncertain,Prior and ongoing convection modulated recovery and storm corridors along with synoptic boundaries.,A broad multi-region severe day extended from Texas and Oklahoma into the Midwest and Ohio Valley. Numerous supercells produced hail and tornado risk while an MCS developed over Missouri and Illinois.
2024-04-02,MDT,high_end_tornado_outbreak,likely,tornadoes|damaging winds|large hail,discrete supercells|embedded supercells|numerous line segments|QLCS,cold front|prefrontal bands|outflow boundary in eastern Kentucky|Ohio Valley warm sector,prior_convection|ofb_placement|instability_recovery|mode_transition,Outflow and ongoing convection shaped the Ohio Valley corridor while synoptic forcing supplied the outbreak environment.,"A local severe-weather outbreak focused on the Ohio Valley with strong tornado potential. By evening, many storms became line-embedded as the cold front overtook the warm sector."
2024-04-08,ENH,elevated_nocturnal_hail_mcs,likely,very large hail|damaging winds|tornadoes,supercells|clusters|bowing line|one or more MCSs,warm-advection zone|dryline or warm sector|storm merger corridors|residual boundaries,prior_convection|mode_transition|mcs_timing|storm_coverage_uncertain,"Storm mergers, clustering, and evolving MCSs were central to the evening hazard evolution.","Multiple rounds of southern Plains storms emphasized giant to very large hail. Supercells were favored initially, but clustering and upscale growth toward MCSs became the evening concern."
2024-04-09,ENH,mixed_discrete_to_qlcs_outbreak,likely,damaging winds|very large hail|tornadoes,supercells|bowing line|linear MCS|clusters,dryline or western moist edge|outflow from initial storms|low-level jet corridor,prior_convection|mode_transition|mcs_timing|nocturnal_evolution,Initial storms and outflow shaped later recovery and a nocturnal squall-line corridor.,Repeated Texas to lower Mississippi Valley severe storms produced all hazards. The late concern was a nocturnal linear MCS racing northeast toward the lower Sabine Valley.
2024-04-10,MDT,derecho_or_serial_mcs_wind,core,damaging winds|tornadoes,bow echo|linear MCS|embedded circulations|semi-discrete supercells,long-lived Gulf Coast MCS|trailing outflow|instability gradient along the coast,prior_convection|mcs_timing|boundary_interaction|mode_transition,The ongoing MCS and trailing outflow directly controlled the Moderate-risk wind and tornado corridor.,A long-lived bowing MCS produced a Moderate-risk damaging-wind and tornado event along the central Gulf Coast. Later outlooks trimmed risk where the cold pool and offshore outflow undercut the environment.
2024-04-18,ENH,forward_propagating_mcs_wind,likely,damaging winds|large hail|isolated tornadoes,MCS|squall line|isolated supercells|clusters,cold front|ongoing MCS or cold pool|middle Mississippi Valley instability gradient,prior_convection|mcs_timing|mode_transition|boundary_interaction,An ongoing severe MCS and cold pool were central to the main wind corridor.,"A severe MCS over Missouri and Illinois drove the main ENH corridor into the lower Ohio Valley. Isolated supercells occurred farther south, but wind and hail with the squall line dominated."
2024-04-26,ENH,classic_discrete_tornadic_supercells,likely,tornadoes|very large hail|damaging winds,long-lived supercells|tornadic supercells|bowing line segments|clusters,dryline and bent-back region|warm front|morning MCS outflow or recovery zone|low-level jet,prior_convection|instability_recovery|ofb_placement|cap_conditional|storm_coverage_uncertain,Morning MCS outflow and recovery modulated the Oklahoma and Kansas threat while dryline and warm-front forcing controlled Nebraska and Iowa.,"Multiple tornadic-supercell corridors developed from Nebraska and Iowa to Oklahoma, Arkansas, and northeast Texas. Recovery behind morning convection made some southern corridors more conditional."
2024-04-27,MDT,high_end_tornado_outbreak,likely,tornadoes|very large hail|damaging winds,long-lived tornadic supercells|embedded supercells|QLCS|severe clusters,dryline|warm front|convective outflow|strengthening low-level jet,cap_conditional|ofb_placement|mcs_timing|mode_transition|nocturnal_evolution,"Outflow, cap erosion, and storm clusters were central alongside classic dryline and frontal forcing.","A major Plains severe outbreak unfolded from north Texas and Oklahoma into southeast Kansas and Missouri. Strong tornadoes, 2 to 3 inch hail, and damaging winds occurred with discrete supercells and later nocturnal clusters."
2024-04-28,ENH,mcv_mcs_outflow_reintensification,core,damaging winds|tornadoes|large hail,supercells|linear MCS|squall line|clusters,remnant MCS or outflow|east Texas to Louisiana instability axis|shortwave trough,prior_convection|instability_recovery|ofb_placement|mcs_timing,Severe potential depended on redevelopment and recovery in the wake of earlier storms and on the evolving MCS.,The post-outbreak severe threat refocused from east Texas into Louisiana and Arkansas. A few supercells produced tornado risk before activity grew into a linear MCS with damaging wind.
2024-05-01,ENH,dryline_supercell_hail_tornado,likely,very large hail|damaging winds|tornadoes,supercells|clusters|bowing segments,retreating dryline|effective boundary|surface boundary over Kansas and Nebraska|outflow-modified corridors,ofb_placement|boundary_interaction|mode_transition|storm_coverage_uncertain,Effective boundaries and outflow-modified corridors helped focus supercells and later wind clusters.,"A central and southern Plains supercell day produced very large hail, damaging winds, and a few tornadoes. Boundary placement and storm mergers governed local hazard intensity."
2024-05-03,ENH,dryline_supercell_hail_tornado,likely,giant hail|damaging winds|tornadoes,intense supercells|storm splits|clusters|line segments,dryline|residual effective boundary|differential heating zone|central Plains front,boundary_interaction|mode_transition|storm_coverage_uncertain,A residual effective boundary and differential heating zone focused the most intense Texas supercells.,"West-central Texas was primed for intense supercells with giant hail. Large buoyancy and strong shear supported very large hail first, then clustering increased wind potential."
